paragraphs,section_tag_3,title_meta_data,cross-ref,vessel_type
"Manufactured torque transmitting parts, such as flexible couplings, clutches (independent of the gear assembly), cardan shafts, etc. are to be inspected, tested, and certified by a Surveyor at the plant of manufacture. Alternatively, these parts may be certified under Type Approval Program (see 1A-1-4/7.7 of the ABS Rules for Conditions of Classification (Part 1A)).",4-3-2/9.7,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '9 Inspection', ' Testing and Certification ', '9.7 Manufactured Torque Transmitting Parts']",1A-1-4/7.7,all vessels
"When calculations indicate that barred speed ranges are present as per 4-3-2/7.7, these barred speed ranges are to be verified and recorded by appropriate measurement procedures in the presence and to the satisfaction of a Surveyor.",4-3-2/11.3.2,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '11 Installation and Trials ', '11.3 Vibration Measurement ', '11.3.2 Axial Vibrations ']",4-3-2/7.7,all vessels
"All systems in 4-3-2/14 are to be examined and tested to the satisfaction of the attending Surveyor in accordance with the approved plans.%For initial survey of existing vessels, refer to 7-9-20/5.3 of the ABS Rules for Survey After Construction (Part 7).",4-3-2/14.7.1,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '14 Tailshaft Condition Monitoring (TCM-PS) (1 July 2022)', '14.7 Surveys', '14.7.1 Initial Survey']",4-3-2/14,all vessels
"All systems in 4-3-2/14 are to be examined and tested to the satisfaction of the attending Surveyor in accordance with the approved plans.%For initial survey of existing vessels, refer to 7-9-20/5.3 of the ABS Rules for Survey After Construction (Part 7).",4-3-2/14.7.1,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '14 Tailshaft Condition Monitoring (TCM-PS) (1 July 2022)', '14.7 Surveys', '14.7.1 Initial Survey']",7-9-20/5.3,all vessels
"A drain tank is to be provided to collect leakage i.e., oil and/or water from the air chamber or void space in case of any seal ring failure. A level alarm is to be provided to monitor leakage.%The tank is to be easily accessible and have provision to collect sample fluid for inspection.",4-3-2/14.3.2,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '14 Tailshaft Condition Monitoring (TCM-PS) (1 July 2022)', '14.3 System Requirements ', '14.3.2 Drain Tank']",standalone,all vessels
"Scissor cutters are acceptable on vessels that utilize azimuth thrusters, fixed pitch propellers, or controllable pitch propellers. They are to be mounted on the propeller hub for shaft sizes larger than 305 mm (12 in.) in diameter. For vessels with shafts smaller than 305 mm (12 in.) in diameter, the cutters are to be mounted to the shaft. In some cases, transmission spacers may be required to allow for the added thickness of the spur mounting plate.%The cutter blades are to be machined sharp on both ends with a âUâ shaped retainer design to prevent lines from slipping out between cutters while the propeller is spinning in either the forward or reverse direction. The gap between cutter blades is not to be larger than 0.254 mm (0.010 in.) at all times.",4-3-2/17.9.2,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '17 Line Cutters (2024)', '17.9 Cutter Requirements and Design', '17.9.2 Scissor Type']",standalone,all vessels
"Each type and size of line cutter is to be type tested at the plant of the manufacturer or other acceptable location.%The type test for line cutters is to be developed by the manufacturer and test procedures are to be submitted for review.
Blade sharpness, material hardness, surface finish, and dimension checks are to be performed in the presence of the Surveyor.
Testing of line cutters is to be carried out in a test rig that provides access for the Surveyor to observe the line being cut. 
The rig shaft diameter and the line cutterâs largest suitable shaft diameter are to be of equal size.
Line cutters are required to cut through a standard fishing net and a mooring line with the same diameter as those used on the vessel or 89 mm (3.5 in.), whichever is less.
Shaft vibration characteristics are to be measured and recorded in order to identify possible sub-synchronous vibrations and resonances.
After the test, the line cutters are to be inspected. The blades are not to have permanent deformation or defect.",4-3-2/17.13,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '17 Line Cutters (2024)', '17.13 Type Testing']",standalone,Fishing Vessel
"A sample test of lubricant is to be carried out at the following intervals:%Samples are to be analyzed monthly by shipâs crew.
 The documentation on lubrication fresh water analysis is to be available on board, and samples are to be submitted for analysis to a recognized laboratory at least every six (6) months. Analysis to be performed, including the following as a minimum: Material contents as applicable (with the material of the shaft, stern tube and liners used).
 Corrosion inhibitors in fresh water (pH or equivalent alkalinity indicators) indicating the degree of passivation of the system against corrosion.
 Salinity indicators or equivalent indicators (i.e., total conductivity).
 Contents of bearing particles.",4-3-2/15.5.1,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '15 Tailshaft Condition Monitoring (TCM-W) (1 July 2018)', '15.5 Management of the Monitored Data', '15.5.1 Lubricant Sampling (Closed Loop System) (1 July 2022)']",standalone,all vessels
"All systems in 4-3-2/15 are to be examined and tested to the satisfaction of the attending Surveyor in accordance with the approved plans.%For initial survey of existing vessels, refer to 7-9-20/3.3 of the ABS Rules for Survey After Construction (Part 7).",4-3-2/15.9.2,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '15 Tailshaft Condition Monitoring (TCM-W) (1 July 2018)', '15.9 Surveys', '15.9.2 Initial Survey']",4-3-2/15,all vessels
"All systems in 4-3-2/15 are to be examined and tested to the satisfaction of the attending Surveyor in accordance with the approved plans.%For initial survey of existing vessels, refer to 7-9-20/3.3 of the ABS Rules for Survey After Construction (Part 7).",4-3-2/15.9.2,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '15 Tailshaft Condition Monitoring (TCM-W) (1 July 2018)', '15.9 Surveys', '15.9.2 Initial Survey']",7-9-20/3.3,all vessels
"Maximum allowable slope boring angle deviation is not to result in negative slope, and is never to exceed relative misalignment slope of 0.3*10-3 [rad]. 


 In case of a propulsion installation with no forward stern tube bearing, the stern tube bore sighting and slope boring are to be conducted as identified in 4-3-2/7.3.


In cases where sighting through and bearing positioning are conducted in block stage of the vessel construction, the verification of the following procedures is required:


Slope boring angle (as applicable)


Bearing vertical offset positioning


Engine vertical offset positioning


Sag and gap procedure




 If a monitoring system is installed to verify the sterntube bearing misalignment then consideration to waive some of the above requirements can be given.%Stern Tube Sighting and Slope Boring (as Applicable) Before Shaft Fitting:",4-3-2/11.1.2(c),"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '11 Installation and Trials ', '11.1 Shaft Alignment', '11.1.2 Vessels with Shafting Arrangements Identified in 4-3-2/7.3.1(a)', '\nStern Tube Sighting and Slope Boring (as Applicable) Before Shaft Fitting:\n']",4-3-2/7.3,all vessels
"All systems in 4-3-2/13 are to be examined and tested to the satisfaction of the attending Surveyor in accordance with the approved plans.%For initial survey of existing vessels, refer to 7-9-20/1.3 of the ABS Rules for Survey After Construction (Part 7).",4-3-2/13.7.1,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '13 Tail Shaft Condition Monitoring (TCM)', '13.7 Surveys', '13.7.1 Initial Survey']",4-3-2/13,all vessels
"All systems in 4-3-2/13 are to be examined and tested to the satisfaction of the attending Surveyor in accordance with the approved plans.%For initial survey of existing vessels, refer to 7-9-20/1.3 of the ABS Rules for Survey After Construction (Part 7).",4-3-2/13.7.1,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '13 Tail Shaft Condition Monitoring (TCM)', '13.7 Surveys', '13.7.1 Initial Survey']",7-9-20/1.3,all vessels
"For shaft installations with no forward stern tube bearings and for shaft installations with stern tube bearings having a double or multi-slope boring, a bearing run-in procedure is to be submitted by the builder/designer and the same is to be carried out to the satisfaction of the attending Surveyor before the stern tube bearings are exposed to higher service speeds and rudder angles.%Stern Tube Bearing Run-in Procedure .",4-3-2/11.1.2(b),"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '11 Installation and Trials ', '11.1 Shaft Alignment', '11.1.2 Vessels with Shafting Arrangements Identified in 4-3-2/7.3.1(a)', '\nStern Tube Bearing Run-in Procedure . \n']",standalone,all vessels
"The thickness of bronze liners to be fitted to tail shafts or tube shafts is not to be less than that given by the following equation.%t
=

T
25

+
5
.
1
 
mm
 
 
or
 
 
t
=

T
25

+
0
.
2
 
in
.",4-3-2/5.17.1(a),"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '5 Design and Construction ', '5.17 Tail Shaft Liners ', '5.17.1 Thickness at Bearings ', '5.17.1(a) Bronze liner']",standalone,all vessels
"The minimum diameter of accurately fitted shaft coupling bolts is to be determined by the following equation. The bolts are to be assembled with an interference fit.%d
b

=
0
.
65




D
3

(
U
+
c
)


N
B

U
b",4-3-2/5.19.1,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '5 Design and Construction ', '5.19 Couplings and Coupling Bolts ', '5.19.1 Fitted Bolts (2024)']",standalone,all vessels
"Dowels connecting the tail shaft flange to the controllable pitch propeller hub, utilized with prestressed non-fitted bolts to transmit torque, are considered equivalent to fitted bolts and are to comply with 4-3-2/5.19.1 and, if applicable, 4-3-2/5.19.2(b). The dowels are to be accurately fitted and effectively secured against axial movement.%Torque transmission by dowels.  (2024)",4-3-2/5.19.2(c),"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '5 Design and Construction ', '5.19 Couplings and Coupling Bolts ', '5.19.2 Non-fitted Bolts ', '\nTorque transmission by dowels.  (2024)']",4-3-2/5.19.1,all vessels
"Dowels connecting the tail shaft flange to the controllable pitch propeller hub, utilized with prestressed non-fitted bolts to transmit torque, are considered equivalent to fitted bolts and are to comply with 4-3-2/5.19.1 and, if applicable, 4-3-2/5.19.2(b). The dowels are to be accurately fitted and effectively secured against axial movement.%Torque transmission by dowels.  (2024)",4-3-2/5.19.2(c),"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '5 Design and Construction ', '5.19 Couplings and Coupling Bolts ', '5.19.2 Non-fitted Bolts ', '\nTorque transmission by dowels.  (2024)']",4-3-2/5.19.2(b),all vessels
"The designer or the builder is to evaluate the shafting system to maintain the axial vibration characteristics in association with diesel engine or propeller blade-rate frequency forces do not result in deleterious effects throughout the engine operating speed range, with consideration also given to the possibility of the coupling of torsional and axial vibration, unless experience with similar shafting system installations makes it unnecessary. The axial vibrations may be controlled by axial vibration detuners to change the natural frequency of the system or by axial vibration dampers to limit the amplitude of axial vibrations to an acceptable level. See 4-3-2/Figure 11 for an illustration of axial vibration system.%When on the basis of axial vibration calculations the designer or builder proposed to provide barred speed ranges within the engine operating speed range, the calculations are to be submitted for information. The barred speed ranges due to axial vibrations are to be verified and established by measurement.",4-3-2/7.7,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '7 Propulsion Shaft Alignment and Vibrations ', '7.7 Axial Vibrations  (2024)']",4-3-2/Figure 11,all vessels
